用户id,是否遇到网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,注明内容,网络信号差/没有信号,显示有信号上不了网,上网过程中网络时断时续或时快时慢,手机上网速度慢,其他，请注明.1,注明内容.1,看视频卡顿,打游戏延时大,打开网页或APP图片慢,下载速度慢,手机支付较慢,其他，请注明.2,,爱奇艺,优酷,腾讯视频,芒果TV,搜狐视频,抖音,快手,火山,咪咕视频,学习强国,其他，请注明.3,注明内容.2,全部都卡顿,和平精英,王者荣耀,穿越火线,梦幻西游,龙之谷,梦幻诛仙,欢乐斗地主,部落冲突,炉石传说,阴阳师,其他，请注明.4,注明内容.3,全部游戏都卡顿,微信,手机QQ,淘宝,京东,百度,今日头条,新浪微博,拼多多,学习强国.1,其他，请注明.5,注明内容.4,全部网页或APP都慢,脱网次数,上网质差次数,微信质差次数,是否投诉,性别,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否不限量套餐到达用户
53,1,1,2,-1,4,5,6,7,-1,,1,2,3,4,-1,,1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,2,3,4,5,-1,7,8,-1,-1,,-1,30,1,3,否,性别不详,4G,否,0.0,是,0.0,0.0,69,0,苹果,A2104,53.48,69,65.4,88,0.0,32063630,0,否,三星,否
54,1,-1,-1,-1,4,5,-1,-1,-1,,-1,-1,-1,4,-1,,-1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,2,-1,-1,5,-1,-1,-1,-1,-1,,-1,0,0,0,否,性别不详,5G,否,0.0,是,0.0,0.0,208,0,华为,TAS-AN00,49.0,208,49.0,128,0.0,7806328,0,是,二星,否
55,1,1,-1,-1,4,-1,-1,-1,98,有些建筑区，信号不好,-1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,5G,是,0.0,是,0.0,0.0,59,0,欧珀,PFFM10,17.0,59,36.0,44,0.0,5896590,0,是,二星,否
56,1,1,2,-1,-1,5,-1,-1,-1,,1,2,3,4,-1,,1,-1,-1,4,5,-1,,1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,5,2,1,否,女,5G,否,0.0,是,0.0,0.0,64,0,苹果,A2404,141.0,64,141.0,115,0.0,6299648,0,是,银卡,否
57,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,25,0,0,否,男,4G,是,0.0,是,0.0,0.0,82,0,苹果,iPhone XS MAX (A1921),25.5,82,29.0,102,0.0,7516091,0,否,三星,否
58,1,-1,2,-1,-1,5,6,-1,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,0,0,否,性别不详,5G,否,0.0,是,0.0,0.0,232,0,华为,DVC-AN20,0.0,232,24.0,187,0.0,43527649,0,是,二星,否
59,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,3,5,0,否,女,4G,否,0.0,是,0.0,0.0,67,0,苹果,iPhone X A1865,10.0,67,30.0,163,0.0,18220164,0,否,三星,否
60,1,-1,-1,-1,-1,5,-1,-1,-1,,1,2,-1,4,-1,,1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,,-1,3,20,1,否,性别不详,4G,否,0.0,是,0.0,0.00540540540540541,370,2,苹果,A2104,100.0,370,100.0,399,0.0145444049355647,29233372,425182,否,三星,是
61,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,292.68,是,45.0,0.0,1,0,苹果,A2639,64.1,1,38.0,0,0.0,62592254,0,是,准星,否
62,1,-1,2,-1,-1,5,6,-1,-1,,-1,2,-1,4,-1,,-1,-1,3,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,-1,5,-1,7,-1,-1,-1,,-1,7,0,21,否,女,4G,否,0.0,是,0.0,0.0,190,0,苹果,iPhone X A1865,198.2,190,198.0,315,0.0,19595539,0,否,银卡,否
63,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,5G,否,0.0,是,0.0,0.0,326,0,中邮通信,Hebe-BD00,135.0,326,158.0,533,2.07700026713509e-05,17043811,354,是,银卡,否
64,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,8,0,苹果,A2412,234.9,8,234.9,5,0.0,109786452,0,否,金卡,否
65,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,5,0,0,否,男,5G,否,0.0,是,0.0,0.0,456,0,苹果,A2412,170.0,456,210.0,518,0.0,25047763,0,是,银卡,否
66,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,17,0,华为,SEA-AL10,111.0,17,111.0,39,0.0,24861161,0,否,银卡,否
67,1,1,-1,-1,4,-1,6,-1,-1,,1,2,3,4,-1,,1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,自己的拍的照片,-1,32,2,3,否,女,4G,否,0.0,是,0.0,0.0,48,0,华为,ALP-AL00,59.0,48,49.1,98,0.0,37826028,0,否,三星,否
68,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,26,0,0,否,性别不详,4G,否,0.0,是,0.0,0.0,309,0,华为,HUAWEI CAZ-AL10,144.27,309,138.0,144,0.0,6813750,0,否,银卡,否
69,1,1,-1,-1,-1,-1,-1,-1,98,天气,-1,-1,3,-1,98,阴,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,1,0,否,男,4G,否,0.0,是,0.0,0.0,41,0,华为,LIO-AL00,10.0,41,10.0,56,0.0,18110428,0,否,二星,否
70,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,0,0,否,男,5G,是,0.0,是,0.0,0.0,1191,0,华为,ELS-AN00,46.0,1191,41.19,443,0.0,22912050,0,是,三星,否
71,1,-1,-1,-1,-1,-1,6,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,5G,否,0.0,是,0.0,0.0,200,0,欧珀,PBAM00,21.0,200,21.0,196,0.0,32873086,0,是,准星,否
72,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,6,1,6,否,女,5G,否,0.0,是,0.0,0.0,24,0,欧珀,PDYM20,68.15,24,53.0,182,0.000135808522784418,51712513,7023,是,三星,否
73,1,-1,2,3,4,5,-1,7,-1,,1,2,3,4,-1,,1,-1,3,4,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,2,3,-1,-1,-1,7,-1,-1,-1,,-1,2,0,0,否,女,5G,否,0.0,是,0.0,0.0,81,0,华为,LIO-AN00m,108.0,81,110.28,232,0.0,41018045,0,是,三星,是
74,1,1,2,3,4,5,6,7,-1,,1,2,3,4,-1,,-1,-1,-1,4,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,10,0,1,否,女,5G,是,0.0,是,0.0,0.0,64,0,苹果,A2404,29.0,64,31.85,88,0.0,14905690,0,是,二星,否
75,1,1,-1,-1,4,-1,-1,-1,-1,,-1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,5G,否,0.0,是,0.0,0.0,197,0,华为,JER-AN20,69.1,197,60.0,70,0.0,4217995,0,是,三星,否
76,1,1,-1,-1,-1,5,-1,-1,-1,,1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,7,0,0,否,女,5G,否,0.0,是,0.0,0.0,316,0,华为,BMH_AN20,42.0,316,60.0,142,0.0,7301520,0,是,三星,否
77,1,1,2,-1,-1,5,-1,-1,-1,,1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,11,13,14,否,性别不详,4G,否,3510.52,是,108.0,0.0,154,0,苹果,A2108,209.0,154,99.0,191,0.0,102816180,0,否,三星,否
78,1,-1,-1,-1,-1,-1,6,-1,-1,,-1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,2,0,否,男,4G,否,0.0,是,0.0,0.0,214,0,华为,VOG-AL00,63.1,214,68.74,244,0.0,24118619,0,否,三星,否
79,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,31,0,小米科技,M2102J2SC,39.0,31,39.0,64,1.56717857901959e-05,7146601,112,是,一星,否
80,1,-1,-1,-1,4,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,36,0,1,否,男,4G,否,0.0,是,0.0,0.0,138,0,苹果,iPhone 7 A1660,98.3,138,98.15,174,0.0,8295116,0,否,三星,是
81,1,1,2,-1,4,-1,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,340,0,苹果,A2404,105.0,340,105.0,391,0.0,38933258,0,是,银卡,否
82,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,3,0,华为,OCE-AN50,205.0,3,205.0,0,0.0,48558615,0,是,三星,否
83,1,1,-1,-1,4,5,6,7,-1,,-1,2,-1,4,-1,,-1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,5,6,-1,-1,-1,-1,,-1,7,0,0,否,女,5G,否,0.0,是,0.0,0.0,1493,0,华为,WLZ-AN00,69.3,1493,100.0,1504,9.43574969375782e-06,17274727,163,是,三星,否
84,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,0,0,否,男,5G,否,0.0,是,0.0,0.0,196,0,小米科技,M2001J2C,95.0,196,95.0,227,0.0,1842538,0,是,银卡,否
85,1,1,-1,-1,-1,-1,6,-1,-1,,1,2,-1,4,-1,,1,-1,3,4,-1,-1,,-1,2,-1,-1,-1,-1,-1,-1,-1,10,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,,-1,9,0,0,否,女,4G,否,0.0,是,0.0,0.0,109,0,苹果,iPhone 7Plus A1661,18.0,109,18.0,16,0.0,3479785,0,否,三星,否
86,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,4G,否,0.0,是,0.0,0.0,26,0,苹果,iPhone 8 A1863,25.0,26,34.1,71,0.0,7553062,0,否,二星,否
87,1,1,2,-1,4,5,6,7,-1,,1,2,3,4,-1,,-1,-1,3,4,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,13,0,5,否,性别不详,4G,否,0.0,是,0.0,0.0221565731166913,677,15,苹果,A2404,65.0,677,65.0,532,0.0216165440295035,49167804,1062838,否,三星,是
88,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,19,0,华为,ANG-AN00,21.0,19,21.0,14,0.0,28378519,0,是,二星,否
89,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,,1,-1,3,-1,-1,-1,,-1,2,3,4,-1,6,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,4G,否,0.0,是,0.0,0.0,394,0,苹果,A2223,253.82,394,57.74,105,0.0,35539897,0,否,二星,否
90,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,53,0,华为,ANG-AN00,21.0,53,21.0,19,0.0,66930425,0,是,准星,否
91,1,1,2,-1,-1,-1,-1,-1,-1,,-1,2,3,4,-1,,-1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,,-1,50,2,2,否,男,4G,否,0.0,是,0.0,0.0,59,0,小米科技,M1912G7BE,114.99,59,104.99,172,0.0,30214224,0,否,三星,否
92,1,-1,2,-1,4,5,-1,-1,-1,,-1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,13,2,2,否,女,4G,否,0.0,是,0.0,0.0,90,0,苹果,iPhone 7Plus A1661,63.65,90,49.73,54,0.0,31854799,0,否,三星,否
93,1,1,-1,-1,-1,-1,-1,7,98,地铁信号特别差，几乎没信号的状态,1,-1,3,4,-1,,1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,7,0,19,否,女,4G,否,0.0,是,0.0,0.0,360,0,华为,ELE-AL00,98.0,360,98.0,323,0.0,46285229,0,否,三星,是
94,1,-1,2,-1,-1,5,-1,7,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,4,0,0,否,女,5G,否,0.0,是,0.0,0.0,90,0,苹果,A2644,40.0,90,44.43,165,0.0,2065256,0,是,三星,否
95,1,-1,2,-1,-1,5,-1,7,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,3,0,4,否,女,4G,否,0.0,是,0.0,0.0,137,0,苹果,A2104,140.0,137,167.0,207,0.0,46209122,0,否,银卡,否
96,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,5G,否,168.69,是,49.01,0.0,282,0,小米科技,M2101K9C,163.61,282,69.0,149,0.0,8649069,0,是,三星,否
97,1,1,2,-1,-1,5,-1,7,-1,,1,2,3,4,-1,,1,2,3,-1,5,-1,,1,-1,3,-1,-1,6,7,-1,-1,-1,98,哔哩哔哩,-1,-1,2,-1,-1,-1,-1,7,-1,-1,-1,-1,,-1,1,-1,3,4,-1,-1,-1,8,-1,-1,,-1,8,0,1,否,男,4G,否,4.06,是,0.12,0.0,158,0,苹果,A2412,152.31,158,100.0,86,0.0,48563990,0,否,三星,是
98,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,16,3,0,否,男,4G,否,0.0,是,0.0,0.0,219,0,步步高,vivo NEX S,25.03,219,22.56,491,0.0,1637126,0,否,二星,否
99,1,-1,-1,-1,-1,-1,-1,-1,98,葫芦谷,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,3350,0,步步高,V1838A,283.0,3350,311.6,2765,0.0,12997601,0,否,银卡,否
100,1,1,-1,-1,4,5,-1,7,-1,,1,-1,3,4,-1,,1,-1,3,4,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,11,44,0,否,女,5G,否,0.0,是,0.0,0.0194582220526517,2621,51,苹果,A2404,363.75,2621,357.6,544,0.00609885455960253,121203251,739201,是,白金卡,否
101,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,2476.71,是,69.0,0.0,731,0,华为,JLN-AL00,242.9,731,304.58,477,0.000806141717063283,79680779,64234,否,三星,否
102,1,-1,-1,-1,-1,-1,6,-1,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,5G,否,0.0,是,0.0,0.0,238,0,小米科技,2106118C,41.84,238,36.0,110,0.000586219481559776,5274475,3092,是,三星,否
103,1,-1,-1,-1,4,5,-1,-1,-1,,1,2,3,4,-1,,-1,-1,-1,-1,-1,98,打开健康宝都费劲，有信号,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,8,0,0,否,男,5G,否,0.0,是,0.0,0.0,34,0,苹果,A2404,59.3,34,68.2,106,0.0,2843050,0,是,三星,否
104,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,30,0,0,否,性别不详,4G,否,0.0,是,0.0,0.0,131,0,万普拉斯,LE2100,79.0,131,79.3,178,0.0,10187322,0,否,三星,否
105,1,-1,-1,-1,4,-1,-1,-1,98,医院,1,-1,-1,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,,-1,0,1,0,否,男,5G,否,0.0,是,0.0,0.0,48,0,苹果,A2634,69.7,48,65.0,65,0.0,5227300,0,是,三星,否
106,1,-1,2,-1,-1,-1,-1,-1,98,公园,-1,2,3,4,-1,,1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,6,7,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,4,-1,6,-1,8,-1,-1,,-1,2,2,0,否,男,5G,否,0.0,是,0.0,0.0,86,0,小米科技,22041211AC,30.0,86,30.0,73,0.0,34716744,0,是,三星,否
