用户,手机上网整体满意度,网络覆盖与信号强度,手机上网速度,手机上网稳定性,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,场景备注数据,网络信号差/没有信号,显示有信号上不了网,上网过程中网络时断时续或时快时慢,手机上网速度慢,其他，请注明.1,现象备注数据,看视频卡顿,打游戏延时大,打开网页或APP图片慢,下载速度慢,手机支付较慢,其他，请注明.2,APP大类备注,爱奇艺,优酷,腾讯视频,芒果TV,搜狐视频,抖音,快手,火山,咪咕视频,其他，请注明.3,APP小类视频备注,全部都卡顿,和平精英,王者荣耀,穿越火线,梦幻西游,龙之谷,梦幻诛仙,欢乐斗地主,部落冲突,炉石传说,阴阳师,其他，请注明.4,APP小类游戏备注,全部游戏都卡顿,微信,手机QQ,淘宝,京东,百度,今日头条,新浪微博,拼多多,其他，请注明.5,APP小类上网备注,全部网页或APP都慢,上网质差次数,脱网次数,重定向次数,2G驻留时长,微信质差次数,王者荣耀质差次数,高单价超套客户（集团）,高频高额超套客户（集团）,套外流量（MB）,套外流量费（元）,是否全月漫游用户,是否不限量套餐到达用户,年龄,性别,王者荣耀使用次数,游戏类APP使用天数,游戏类APP使用次数,王者荣耀使用天数,游戏类APP使用流量,抖音使用流量（MB）,今日头条使用流量,快手使用流量,优酷视频使用流量,腾讯视频使用流量,小视频系APP流量,阿里系APP流量,网易系APP流量,腾讯系APP流量,王者荣耀APP使用流量,蜻蜓FMAPP使用流量,饿了么使用流量,美团外卖使用流量,天猫使用流量,大众点评使用流量,滴滴出行使用流量,通信类应用流量,游戏类应用流量,网页类应用流量,音乐类应用流量,视频类应用流量,邮箱类应用流量,终端类型,操作系统,终端制式,终端品牌,终端品牌类型,是否5G网络客户,当月GPRS资源使用量（GB）,是否校园套餐用户,校园卡无校园合约用户,校园卡校园合约捆绑用户,当月高频通信分公司,畅享套餐档位,畅享套餐名称,主套餐档位,当月MOU,近3个月平均消费（剔除通信账户支付）,近3个月平均消费（元）,本年累计消费（元）,码号资源-激活时间,码号资源-发卡时间,客户星级标识
用户33,9,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,1286.0,4647226.0,,,是,否,0.0,20.0,否,否,29,女,0.0,6.0,19.0,0.0,30.0,0.0,187.0,0.0,7.0,51080.0,0,286,0,51,0,0,20,0,181,15,0,342,0,289,9,123,0,手机,,5G终端,苹果,A2634,是,8.8195,否,否,否,城区二分公司,38,畅享套餐38档-语音8流量30,38,195,72.69,72.69,276.46,,,三星
用户34,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,33,男,0.0,17.0,64.0,0.0,92.0,0.0,8710.0,486612.0,0.0,31563.0,475,50,0,518,0,0,0,0,35,0,3,124,0,34,17,525,0,手机,iOS 14.0,5G终端,苹果,A2408,是,91.636,否,否,否,大兴分公司,0,0,198,454,150.0,150.0,600.0,,,银卡
用户35,9,9,8,9,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,35,女,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,55.0,0,11,0,0,0,0,0,0,4,0,0,9,0,15,0,0,0,手机,iOS 14.1,5G终端,苹果,A2412,是,3.5899,否,否,否,城区一分公司,9,畅享套餐9档-语音9流量0,9,61,24.6,24.6,97.81,,,三星
用户36,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,4.0,34249.0,,,否,否,0.0,0.0,否,否,36,男,0.0,16.0,84.0,0.0,10.0,0.0,320520.0,37706.0,4687013.0,925778.0,37,543,3,1491,0,0,0,0,303,7,0,2296,0,4348,289,5572,0,手机,Android 9,4G终端,华为,LYA-AL00,否,42.7656,否,否,否,城区一分公司,0,0,238,1643,249.76,249.76,997.28,,,金卡
用户37,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,161.0,2197595.0,,,否,否,0.0,0.0,否,否,39,女,0.0,6.0,353.0,0.0,22740.0,0.0,286.0,0.0,0.0,76040.0,0,610,44,76,0,0,19,0,539,5,21,145,22,1807,0,78,0,手机,,5G终端,苹果,A2634,是,2.1142,否,否,否,城区二分公司,0,0,11,29,17.49,17.49,66.88,,,三星
用户38,9,9,9,9,-1,-1,-1,-1,5,6,7,-1,,1,-1,-1,4,-1,,-1,-1,3,4,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,3,4,-1,-1,-1,-1,-1,,-1,,,310.0,2131261.0,,,否,否,0.0,0.0,否,是,39,男,0.0,4.0,64.0,0.0,15.0,66.33,2009.0,18785.0,0.0,902.0,85,21,0,50,0,0,0,0,6,0,0,127,0,40,7,95,0,手机,,5G终端,小米科技,2106118C,是,9.359,否,否,否,城区一分公司,0,0,120,1043,84.1,84.1,336.4,,,三星
用户39,7,7,7,8,1,-1,-1,-1,5,-1,7,-1,,1,-1,-1,4,-1,,-1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,,,,,,,否,否,0.0,0.0,否,否,52,女,0.0,15.0,110.0,0.0,141.0,339.12,11442.0,0.0,55.0,2432611.0,339,385,0,2412,0,0,0,0,142,57,0,814,0,347,68,3444,0,手机,iOS 12.0,4G终端,苹果,A2108,否,16.664,否,否,否,城区一分公司,0,0,11,94,56.13,56.13,224.12,,,三星
用户40,10,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,3.0,,,,,,否,否,0.0,0.0,否,否,31,女,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,87.0,561.0,0,9,0,1,0,0,0,0,2,0,0,6,0,23,0,5,0,手机,Android 10,5G终端,华为,LIO-AN00m,否,0.1972,否,否,否,城区一分公司,0,0,8,34,48.1,48.1,192.3,2008-09-13,2008-09-11,三星
用户41,9,9,9,8,-1,2,-1,-1,5,-1,-1,-1,,-1,2,-1,4,-1,,-1,2,-1,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,熹妃传,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,33,女,0.0,5.0,118.0,0.0,43.0,4775.51,30659.0,36912.0,1981.0,575837.0,4812,266,110,612,0,0,8,0,136,56,1,606,0,239,192,7289,0,手机,iOS 12.0,4G终端,苹果,A2104,否,16.7711,否,否,否,城区二分公司,0,0,11,104,52.83,52.83,209.88,,,三星
用户42,6,1,7,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,89.0,131669.0,,,否,否,0.0,0.0,否,否,35,男,0.0,1.0,4.0,0.0,1.0,44.05,32716.0,0.0,2044.0,13398.0,44,202,0,20,0,0,0,0,177,0,13,76,0,44,0,933,0,手机,Android 10,5G终端,小米科技,M2001J1C,是,5.9997,否,否,否,城区二分公司,0,0,18,155,25.0,25.0,100.0,2008-07-01,2008-04-30,三星
用户43,5,5,6,6,-1,2,-1,-1,5,-1,7,-1,,1,-1,-1,4,-1,,-1,-1,3,4,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,2,3,4,-1,6,-1,-1,-1,,-1,4.0,,12.0,1033.0,,,否,否,0.0,0.0,否,是,34,性别不详,0.0,5.0,15.0,0.0,18.0,0.21,630612.0,0.0,0.0,70346.0,0,872,0,150,0,0,0,0,684,1,0,494,0,632,0,90,0,手机,iOS 11.0,4G终端,苹果,iPhone X A1865,否,13.2276,否,否,否,不详,98,畅享套餐98档-语音38流量不限量60,98,220,108.07,108.07,432.2,,,三星
用户44,6,6,6,6,1,-1,-1,-1,-1,6,-1,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,778.0,7569599.0,,,否,否,0.0,0.0,否,否,37,女,0.0,6.0,14.0,0.0,20.0,32.23,6205.0,49.0,427386.0,2342.0,32,96,2,4,0,0,0,0,55,0,4,45,0,64,2,470,0,手机,iOS 14.1,5G终端,苹果,A2412,是,50.7671,是,否,是,城区三分公司,0,0,49,879,31.07,31.07,124.2,2008-10-29,2008-09-12,三星
用户45,9,9,10,8,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,24.0,383.0,,,否,否,0.0,0.0,否,否,49,男,0.0,0.0,0.0,0.0,0.0,5255.96,577397.0,44053.0,0.0,232828.0,5299,6,0,319,0,0,0,0,3,0,0,202,0,610,43,6668,0,手机,Android 9,4G终端,小米科技,M1906G7T,否,17.209,否,否,否,大兴分公司,28,畅享套餐28档-语音28流量0,28,166,58.27,58.27,232.8,2011-03-18,2011-03-16,三星
用户46,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1.0,,9.0,17888.0,,,否,否,0.0,0.0,否,是,45,女,0.0,6.0,28.0,0.0,32.0,464.57,95854.0,0.0,0.0,59139.0,465,167,0,73,0,0,0,0,109,1,0,255,0,152,4,589,0,手机,iOS 14.1,5G终端,苹果,A2412,否,10.4273,否,否,否,顺义分公司,88,畅享套餐88档-语音28流量不限量60,88,152,88.0,88.0,352.0,,,三星
用户47,5,6,5,8,-1,2,-1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,69,女,0.0,19.0,6859.0,0.0,223481.0,2496.41,17494.0,10644.0,29.0,176.0,2507,179,0,23,0,0,0,0,118,4,0,185,218,1086,17249,2974,0,手机,Android,5G终端,华为,BMH_AN20,是,11.3256,否,否,否,城区二分公司,0,0,18,8,19.95,19.95,79.86,2009-04-30,2008-04-30,三星
用户48,8,8,8,8,1,2,-1,-1,5,-1,7,-1,,-1,2,-1,4,-1,,-1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,1.0,,,,,,否,否,0.0,0.0,否,否,40,性别不详,0.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,0.0,9489.0,0,7,0,13,0,0,0,0,5,0,8,52,0,18,0,9,0,手机,Android 10,5G终端,步步高,V1955A,是,0.65,否,否,否,城区三分公司,0,0,19,415,29.17,29.17,116.6,,,三星
用户49,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,57,男,0.0,1.0,2.0,0.0,3.0,141.52,2815.0,0.0,0.0,75455.0,142,5,0,77,0,0,0,0,3,0,39,39,0,17,6,215,0,手机,,4G终端,苹果,iPhone 7Plus A1661,否,0.8315,否,否,否,房山分公司,38,畅享套餐38档-语音8流量30,38,166,73.9,73.9,289.89,2009-01-06,2008-12-28,三星
用户50,5,6,6,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,是,否,32,男,,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,手机,iOS 14.0,5G终端,苹果,A2404,是,25.244,否,否,否,不详,8,畅享套餐8档-语音8流量0,8,198,56.3,56.3,216.89,2008-09-01,2008-08-27,三星
用户51,5,5,5,8,1,-1,-1,4,-1,-1,7,-1,,1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,4.0,159.0,,,否,否,0.0,0.0,否,否,34,男,0.0,1.0,4.0,0.0,1.0,3551.65,14588.0,139.0,980.0,204708.0,3552,282,0,206,0,0,0,0,137,0,0,229,0,143,36,3918,0,手机,Android 8.1.0,4G终端,万普,ONEPLUS A6000,否,7.3531,否,否,否,密云分公司,9,畅享套餐9档-语音9流量0,9,47,40.39,40.39,160.18,2009-11-11,2009-10-28,三星
用户52,6,5,6,6,-1,-1,-1,4,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,29.0,14.0,,,否,否,0.0,0.0,否,否,40,男,0.0,15.0,151.0,0.0,22.0,1476.01,324340.0,4009125.0,247.0,643400.0,5391,371,0,4729,0,0,0,0,305,0,0,718,0,543,1059,6503,0,手机,Android 9,4G终端,华为,SPN-AL00,否,28.9619,否,否,否,顺义分公司,0,0,29,509,63.77,63.77,252.8,2009-08-16,2009-08-11,三星
用户53,10,9,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,是,是,0.0,120.0,否,否,64,男,0.0,1.0,2.0,0.0,3.0,0.0,236.0,133936.0,0.0,711581.0,131,0,0,828,0,0,0,0,0,0,0,176,0,19,0,855,0,手机,,4G终端,小米科技,HMNote8M1908C3JE,否,0.1953,否,否,否,城区三分公司,0,0,18,149,130.22,130.22,439.6,2008-11-01,2008-04-30,三星
用户54,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,16.0,,,,2.0,1.0,否,否,0.0,0.0,否,否,35,男,2.0,8.0,1164.0,1.0,75419.0,39043.69,3492895.0,1382.0,739731.0,541495.0,39045,2172,0,778,0,0,6,0,999,7,34,1824,74,5777,91,45062,0,手机,Android 10,4G终端,华为,LIO-AL00,否,78.745,否,否,否,城区三分公司,0,0,128,267,139.0,139.0,555.02,,,银卡
用户55,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,36,男,0.0,0.0,0.0,0.0,0.0,0.0,1931.0,586.0,381.0,66.0,1,494,0,12,0,0,0,0,366,11,0,61,0,47,0,1,0,手机,Android 9,4G终端,华为,SEA-AL00,否,0.5304,否,否,否,城区一分公司,0,0,88,485,88.0,88.0,352.1,,,三星
用户56,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,51,男,0.0,1.0,4.0,0.0,1.0,6901.92,47564.0,1008.0,1.0,1440052.0,6903,498,0,1449,0,0,1,0,269,27,0,229,0,103,17,15346,0,手机,Android 10,5G终端,小米科技,M2007J22C,是,42.4501,否,否,否,城区一分公司,0,0,128,767,123.67,123.67,486.0,2019-01-26,2019-01-26,银卡
用户57,8,8,8,9,1,2,-1,-1,5,-1,7,-1,,1,2,3,4,-1,,-1,-1,3,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,3,4,-1,-1,-1,8,-1,,-1,,,,,3.0,,否,否,0.0,0.0,否,否,36,女,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17160.0,0,12,1,25,0,0,0,0,9,0,0,26,0,12,2,17,0,手机,iOS 14.0,5G终端,苹果,A2404,是,1.9113,否,否,否,城区二分公司,69,畅享套餐69档-语音9新流量60,69,495,50.0,50.0,200.0,,,三星
用户58,7,9,8,6,1,-1,-1,-1,5,6,-1,-1,,1,-1,3,4,-1,,1,-1,3,4,-1,-1,,1,-1,-1,-1,-1,-1,7,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,4,-1,-1,-1,8,-1,,-1,,,,,,,否,否,0.0,0.0,否,是,31,女,0.0,4.0,55.0,0.0,24905.0,0.0,78.0,2937611.0,0.0,161838.0,2869,157,0,3197,0,0,0,0,114,0,16,322,24,47,182,3091,0,手机,,4G终端,苹果,iPhone 7Plus A1661,否,13.0765,否,否,否,延庆分公司,88,畅享套餐88档-语音8流量不限量80,88,99,94.33,94.33,471.0,,,三星
用户59,5,4,4,4,1,2,3,-1,5,-1,7,-1,,1,2,3,4,-1,,-1,-1,-1,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,1331.0,4324127.0,,,否,否,937.41,10.0,否,否,39,男,0.0,2.0,51.0,0.0,16.0,6.88,40433.0,255.0,38.0,558463.0,7,101,0,546,0,0,0,0,42,0,0,105,0,207,0,706,0,手机,iOS 14.1,5G终端,苹果,A2412,是,80.0,是,否,是,城区三分公司,0,0,49,867,35.0,35.0,136.0,2008-09-18,2008-08-27,三星
用户60,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,74,男,0.0,0.0,0.0,0.0,0.0,0.0,2910.0,1016.0,0.0,63568.0,1,0,0,63,0,0,0,0,0,0,0,12,0,8,0,63,0,手机,Android10,5G终端,华为,ELS-AN00,是,0.5725,否,否,否,顺义分公司,0,0,11,27,66.18,66.18,268.28,,,三星
用户61,8,8,8,8,-1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,4,-1,,-1,-1,-1,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,2.0,,,,2.0,,否,否,0.0,0.0,否,否,27,女,0.0,4.0,1445.0,0.0,37110.0,30.11,398.0,51.0,8.0,57.0,30,84,14,17,0,0,0,0,64,0,0,77,36,22,14,42,0,手机,Android 10,5G终端,华为,LIO-AN00,是,4.781,否,否,否,大兴分公司,0,0,11,64,45.97,45.97,176.16,2010-05-04,2010-02-10,三星
用户62,9,7,6,6,1,-1,-1,-1,-1,6,-1,-1,,1,-1,-1,4,-1,,-1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,,18.0,1207.0,11011619.0,,,是,否,0.0,15.0,否,否,50,女,0.0,5.0,30.0,0.0,36.0,409.38,28095.0,4116562.0,163065.0,15529.0,4429,71,0,4042,0,0,0,0,24,0,0,94,0,174,82,5405,0,手机,,5G终端,欧珀,PEYM00,是,90.0,否,否,否,大兴分公司,0,0,128,422,170.0,170.0,680.0,,,银卡
用户63,7,7,5,5,1,2,-1,-1,5,-1,-1,-1,,-1,2,3,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,5,-1,-1,-1,-1,,-1,,,2.0,22898.0,,,否,否,0.0,0.0,否,否,46,女,0.0,1.0,1.0,0.0,1.0,0.13,213532.0,0.0,211.0,9519.0,0,198,0,72,0,0,2,0,161,6,0,269,0,442,0,16,0,手机,iOS 12.0,4G终端,苹果,A2100,是,22.0041,否,否,否,昌平分公司,0,0,158,764,121.0,121.0,479.0,,,银卡
用户64,1,1,1,1,1,2,3,4,5,6,7,98,质量不符,1,2,-1,4,-1,,1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,6.0,439.0,2160564.0,,,否,否,0.0,0.0,否,是,44,男,0.0,3.0,9.0,0.0,14.0,38.68,471.0,1.0,34.0,905.0,39,13,0,1,0,0,0,0,6,0,1,20,0,16,0,40,0,手机,iOS 14.0,5G终端,苹果,A2408,是,18.8279,否,否,否,城区一分公司,138,畅享套餐138档-语音38流量不限量100,138,54,138.3,138.3,553.3,,,银卡
用户65,8,6,7,5,-1,2,-1,-1,5,-1,-1,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,32,女,0.0,8.0,100.0,0.0,8546.0,44.24,2082.0,0.0,5107.0,28597.0,44,368,70,1345,0,0,0,0,189,4,4,615,8,275,1372,688,0,手机,,5G终端,苹果,A2644,是,7.4326,否,否,否,城区一分公司,0,0,128,524,100.0,100.0,400.0,,,银卡
用户66,5,4,4,4,1,2,3,-1,-1,-1,-1,-1,,1,2,3,4,-1,,1,-1,3,4,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,,,,,,,否,否,0.0,0.0,是,否,34,女,,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,手机,iOS 12.0,4G终端,苹果,A2108,否,39.6282,否,否,否,不详,29,畅享套餐29档-语音29流量0,29,179,80.03,80.03,364.1,,,三星
用户67,8,8,10,7,-1,-1,-1,-1,5,-1,7,-1,,1,2,3,4,-1,,1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,9,98,西瓜视频,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,-1,-1,7,-1,-1,,-1,1.0,,,,,,否,否,0.0,0.0,否,否,42,男,0.0,1.0,1.0,0.0,1.0,0.95,59884.0,0.0,29638.0,447316.0,1,1901,0,552,0,0,0,0,514,22,1,1280,0,978,37,2085,0,手机,Android 9,4G终端,华为,YAL-AL10,否,17.0429,否,否,否,城区二分公司,18,畅享套餐18档-语音18流量0,18,171,49.43,49.43,267.44,,,三星
用户68,7,7,7,7,-1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,4,-1,-1,-1,-1,-1,,-1,,,243.0,1080506.0,,,否,否,0.0,0.0,否,是,35,性别不详,0.0,3.0,37.0,0.0,131.0,0.0,3419.0,179.0,534.0,57757.0,0,537,216,345,0,0,1,0,408,1,1,216,0,131,496,183,0,手机,iOS 14.1,5G终端,苹果,A2412,是,5.6113,否,否,否,城区二分公司,0,0,80,158,76.0,76.0,313.0,,,三星
