用户id,语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,用户描述,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,用户描述.1,脱网次数,mos质差次数,未接通掉话次数,重定向次数,重定向驻留时长,家宽投诉,资费投诉,4\5G用户,语音方式,是否关怀用户,是否去过营业厅,ARPU（家庭宽带）,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,是否实名登记用户,客户星级标识,当月欠费金额,前第3个月欠费金额
86,10,8,10,7,1,-1,-1,3,-1,5,-1,-1,-1,,1,-1,3,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,22,22,苹果,A2223,50.0,22,0.0,164,1.0,19051574,19051574,否,是,三星,0.0,0.0
87,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,1.0,100,100,步步高,V1824A,41.95,100,0.0,143,1.0,24146867,24146867,否,否,三星,0.0,0.0
88,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,1.0,625,625,步步高,V1990A,34.27,625,0.0,460,1.0,11695462,11695462,否,否,三星,0.0,0.0
89,1,1,1,1,1,1,2,-1,4,5,6,7,-1,,-1,-1,3,-1,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,128,128,华为,FRD-AL00,40.47,128,0.0,24,1.0,440082,440082,否,否,三星,0.0,10.95
90,10,9,9,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,1.0,176,176,步步高,V1838A,58.0,176,0.0,128,1.0,9,9,否,否,三星,0.0,0.0
91,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,是,0.0,1512.83,是,33.0,1.0,3451,3451,小米科技,M2004J7AC,116.0,3451,0.0,1373,1.0,68040140,68040140,是,否,三星,0.0,0.0
92,5,8,5,5,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,3,4,5,6,-1,,0,0,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,1.0,2732,2732,小米科技,M2001J2C,18.0,2732,0.0,5049,1.0,1505932,1505932,是,否,二星,0.0,0.0
93,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,1.0,303,303,苹果,iPhone 8 Plus A1864,24.0,303,0.0,271,1.0,5253848,5253848,否,否,三星,0.0,0.0
94,9,8,7,6,1,-1,-1,-1,4,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,1.0,449,449,苹果,A2408,90.0,449,0.0,225,1.0,23535600,23535600,是,否,银卡,0.0,0.0
95,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,,1,2,3,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,1.0,160,160,小米科技,M2001J2C,74.0,160,0.0,451,1.0,23683075,23683075,是,是,一星,0.0,0.0
96,10,10,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,1.0,341,341,华为,CDY-AN00,49.0,341,0.0,212,1.0,16678503,16678503,是,是,二星,0.0,0.0
97,9,7,9,8,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,2G,GSM,,,0.0,0.0,否,0.0,1.0,443,443,华为,LON-AL00,94.0,443,0.0,393,1.0,1601,1601,否,否,三星,0.0,0.0
98,10,8,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,153,153,苹果,iPhone 7 A1660,39.0,153,0.0,107,1.0,3158302,3158302,否,否,三星,0.0,0.0
99,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,,1,2,-1,4,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,20.0,0.0,是,0.0,1.0,9,9,苹果,A2104,151.1,9,20.0,37,1.0,11424684,11424684,否,否,金卡,0.0,0.0
100,10,10,10,8,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,1590,1590,小米科技,M2010J19SC,76.18,1590,0.0,2295,1.0,42842647,42842647,否,否,三星,0.0,0.0
101,6,7,4,5,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,0,2,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,1.0,193,193,小米科技,MDE5S,49.1,193,0.0,165,1.0,2233245,2233245,否,是,二星,0.0,0.0
102,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,4,-1,6,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,1.0,48,48,苹果,A2639,10.0,48,0.0,105,1.0,31385783,31385783,是,否,一星,0.0,0.0
103,3,5,5,5,1,-1,-1,-1,-1,-1,6,-1,-1,,-1,-1,-1,-1,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,94,94,华为,VOG-AL00,33.2,94,0.0,303,1.0,44525,44525,否,否,银卡,0.0,0.0
104,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,1.0,360,360,苹果,iPhone 6S PLUS A1699,10.6,360,0.0,332,1.0,18302293,18302293,否,否,二星,0.0,0.0
105,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,1.0,206,206,苹果,A2639,49.0,206,0.0,165,1.0,40895337,40895337,是,是,二星,0.0,0.0
106,1,1,1,1,1,1,2,3,4,5,6,7,-1,,1,2,3,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,1.0,132,132,苹果,A2223,70.1,132,0.0,473,1.0,17858200,17858200,否,否,二星,0.0,0.0
107,10,8,10,8,1,1,-1,-1,4,-1,-1,7,-1,,1,-1,3,-1,-1,-1,-1,,0,7,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,1.0,16,16,步步高,V2118A,21.0,16,0.0,143,1.0,16822379,16822379,否,否,二星,0.0,0.0
108,9,5,6,9,1,-1,-1,-1,-1,-1,6,-1,-1,,-1,-1,3,-1,5,6,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,1.0,669,669,华为,EBG-AN00,128.0,669,0.0,915,1.0,8726955,8726955,否,否,银卡,0.0,0.0
109,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,220,220,苹果,A2220,15.0,220,0.0,281,1.0,8358909,8358909,否,否,三星,0.0,0.0
110,9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,1.0,1675,1675,小米科技,2201122C,248.0,1675,0.0,1730,1.0,57211909,57211909,是,否,金卡,0.0,0.0
111,1,2,1,2,1,1,-1,-1,4,-1,-1,-1,-1,,1,2,-1,4,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,151.83,是,10.0,1.0,45,45,苹果,iPhone XS MAX (A1921),27.5,45,0.0,29,1.0,16398188,16398188,否,否,三星,0.0,0.0
112,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,1.0,517,517,华为,ELS-AN00,151.0,517,0.0,1107,1.0,10101687,10101687,是,否,银卡,0.0,0.0
113,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,1.0,173,173,苹果,A2220,128.0,173,0.0,363,1.0,23152270,23152270,否,否,银卡,0.0,0.0
114,9,9,9,8,1,-1,-1,-1,-1,-1,-1,7,-1,,-1,-1,-1,-1,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,1.0,262,262,苹果,A2404,30.0,262,0.0,288,1.0,30075108,30075108,否,是,二星,0.0,0.0
115,3,3,3,3,1,1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,1055.64,是,150.0,1.0,2051,2051,苹果,iPhone 6S PLUS A1699,304.0,2051,0.0,1610,1.0,174541422,174541422,否,否,三星,0.0,0.0
116,7,7,7,7,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,10.96,是,3.19,1.0,350,350,步步高,vivo X21UD A,47.46,350,0.0,275,1.0,185738,185738,否,否,二星,28.19,43.35
117,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,1.0,1,1,苹果,A2634,15.0,1,0.0,28,1.0,3225910,3225910,是,否,三星,0.0,0.0
118,10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,3,4,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,1.0,107,107,苹果,A2408,90.0,107,0.0,318,1.0,18976969,18976969,否,否,三星,60.55,0.0
119,10,9,10,9,1,1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,1.0,204,204,华为,CDY-AN90,12.52,204,0.0,290,1.0,13190351,13190351,是,是,三星,0.0,0.0
120,10,8,10,9,1,-1,-1,-1,-1,5,-1,7,-1,,1,-1,-1,4,5,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,1.0,51,51,苹果,A2223,97.0,51,0.0,146,1.0,3738997,3738997,否,否,银卡,0.0,0.0
121,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,1.0,221,221,小米科技,M1908C3KE,39.0,221,0.0,342,1.0,16047408,16047408,否,是,二星,0.0,0.0
122,10,10,10,10,1,1,2,3,4,5,6,7,98,网络信号。移动就是有点贵，不是一般的贵。电话和流量用不完的应该预存下月。,1,2,3,4,5,6,98,移动一分钟1毛9。用不完的电话费和流量。全部都是每个人办的流量套餐自己买的。用不完的为什么删除？不够用的去交。电话费。/,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,221,221,欧珀,PECT30,25.0,221,0.0,230,1.0,135955,135955,否,是,一星,0.0,0.0
123,7,6,8,7,1,1,2,-1,-1,-1,6,-1,-1,,-1,2,3,4,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,51.0,1.0,257,257,华为,EML-AL00,85.8,257,0.0,147,1.0,24159810,24159810,否,否,三星,0.0,0.0
124,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,105,105,华为,STK-AL00,40.0,105,0.0,237,1.0,19426744,19426744,否,否,三星,0.0,0.0
125,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,1.0,831,831,苹果,iPhone 6S A1700,95.0,831,0.0,1180,1.0,6745601,6745601,否,否,三星,0.0,0.0
126,8,8,8,8,1,-1,-1,-1,-1,-1,6,-1,-1,,1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,1.0,249,249,苹果,A2104,44.0,249,0.0,97,1.0,218473,218473,否,否,三星,0.0,0.0
127,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,1.0,92,92,华为,TAS-AN00,43.0,92,0.0,195,1.0,14033054,14033054,是,否,三星,0.0,0.0
128,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,258,258,苹果,iPhone 6S PLUS A1699,25.15,258,0.0,177,1.0,532682,532682,否,否,三星,0.0,0.0
129,10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,219,219,华为,YAL-AL00,39.0,219,0.0,641,1.0,19804759,19804759,否,否,三星,0.0,0.0
130,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,1.0,1138,1138,华为,LIO-AN00m,298.0,1138,0.0,977,1.0,11081706,11081706,是,否,白金卡,0.0,0.0
131,9,9,8,9,1,1,-1,-1,-1,-1,-1,7,-1,,-1,2,3,4,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,1.0,1789,1789,华为,LIO-AN00,204.02,1789,0.0,2209,1.0,33488256,33488256,否,否,银卡,0.0,0.0
132,7,7,9,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,47.16,是,10.0,1.0,96,96,华为,PCT-AL10,19.0,96,0.0,130,1.0,1935020,1935020,否,是,三星,0.0,0.0
133,10,10,10,10,1,1,2,-1,-1,-1,6,-1,-1,,-1,-1,3,-1,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,88,88,苹果,A2104,0.0,88,0.0,99,1.0,31603753,31603753,否,否,银卡,0.0,0.0
134,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,1.0,574,574,苹果,iPhone 8 Plus A1864,43.8,574,0.0,171,1.0,14131525,14131525,否,是,一星,0.0,0.0
135,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,1412,1412,步步高,V1938CT,295.0,1412,0.0,4546,1.0,67191218,67191218,否,否,白金卡,0.0,0.0
136,1,1,1,1,1,1,2,-1,-1,5,6,7,-1,,1,2,3,4,5,6,-1,,0,0,18,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,1.0,517,517,苹果,iPhone 8 Plus A1864,73.3,517,0.0,268,1.0,32692497,32692497,否,是,三星,0.0,0.0
137,1,1,1,1,1,1,2,3,4,5,6,7,-1,,1,2,3,4,5,6,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,1.0,411,411,苹果,A2223,35.0,411,0.0,266,1.0,35618200,35618200,否,是,二星,0.0,0.0
138,9,10,8,8,1,-1,2,-1,-1,5,-1,7,-1,,1,2,-1,4,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,1.0,92,92,苹果,A2108,75.0,92,0.0,169,1.0,11523248,11523248,否,是,三星,0.0,0.0
139,5,6,5,5,1,-1,-1,-1,4,5,6,7,-1,,-1,2,-1,4,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,6.96,1.0,6,6,苹果,iPhone 6S PLUS A1699,14.96,6,0.0,165,1.0,672754,672754,否,否,三星,0.0,0.0
140,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,1.0,110,110,步步高,V1730DA,51.0,110,0.0,84,1.0,13075727,13075727,否,否,三星,0.0,0.0
141,10,9,10,9,1,1,-1,-1,-1,-1,6,-1,-1,,1,-1,-1,-1,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,216,216,华为,VOG-AL10,57.17,216,0.0,85,1.0,530535,530535,否,否,一星,0.0,0.0
142,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,180,180,欧珀,PACM00,60.0,180,0.0,234,1.0,2381227,2381227,否,否,三星,0.0,0.0
143,2,5,5,3,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,659,659,苹果,A2220,298.0,659,0.0,207,1.0,13444581,13444581,否,否,白金卡,0.0,290.77
144,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,112,112,华为,TAS-AL00,45.0,112,0.0,176,1.0,10545196,10545196,否,是,二星,0.0,0.0
145,9,7,10,7,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,4,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,609.85,是,18.0,1.0,315,315,华为,VOG-AL10,100.93,315,0.0,974,1.0,14905726,14905726,否,否,银卡,0.0,0.0
146,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,1.0,56,56,欧珀,PDEM10,165.0,56,0.0,675,1.0,3337586,3337586,是,是,银卡,0.0,0.0
147,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,290,290,步步高,V1829A,159.0,290,0.0,468,1.0,1713417,1713417,否,否,银卡,0.0,0.0
148,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,356,356,华为,VOG-AL00,248.0,356,0.0,866,1.0,8180321,8180321,否,否,金卡,248.4,235.0
149,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,233,233,苹果,iPhone 6S PLUS A1699,25.0,233,0.0,82,1.0,2110369,2110369,否,否,三星,0.0,0.0
150,10,10,10,10,1,-1,-1,-1,-1,-1,-1,7,98,南京南站负一楼,1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,10.0,1.0,219,219,华为,HMA-AL00,43.6,219,0.0,166,1.0,15150937,15150937,否,否,三星,0.0,0.0
151,10,8,8,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,1.0,55,55,苹果,iPhone 7Plus A1661,111.0,55,0.0,138,1.0,19804751,19804751,否,否,银卡,0.0,0.0
152,10,9,8,9,1,1,2,-1,-1,-1,-1,7,-1,,-1,-1,3,4,-1,6,-1,,0,4,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,1.0,505,505,华为,NOH-AN00,59.0,505,0.0,618,1.0,4040333,4040333,否,否,银卡,0.0,0.0
153,10,9,10,9,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,1.0,542,542,步步高,V1986A,50.71,542,0.0,433,1.0,9222951,9222951,是,否,三星,0.0,0.0
154,9,8,9,7,1,1,-1,-1,-1,-1,-1,7,-1,,-1,-1,3,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,1.0,718,718,苹果,A2220,60.0,718,0.0,563,1.0,21296823,21296823,否,否,三星,0.0,0.0
155,10,10,10,10,1,1,-1,-1,-1,-1,6,-1,-1,,-1,-1,-1,-1,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,1.0,321,321,苹果,iPhone 7Plus A1661,89.45,321,0.0,220,1.0,11021995,11021995,否,否,三星,0.0,0.0
156,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,3,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,1.0,3108,3108,华为,NOH-AN00,286.45,3108,0.0,849,1.0,18559603,18559603,是,否,银卡,0.0,0.0
157,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,1.0,409,409,华为,HMA-AL00,139.0,409,0.0,317,1.0,7660870,7660870,否,否,三星,0.0,0.0
158,6,6,6,5,1,1,2,-1,-1,-1,-1,-1,98,陵水县,1,-1,3,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,,19.0,0.0,是,0.0,1.0,522,522,三星,SM-F907N,318.0,522,19.0,456,1.0,13618262,13618262,是,否,白金卡,318.09,328.3
159,10,10,10,10,1,1,-1,-1,4,5,-1,-1,-1,,1,-1,3,-1,-1,6,-1,,0,4,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,1.0,281,281,三星,SM-N9600,44.24,281,0.0,426,1.0,17665148,17665148,否,否,三星,0.0,0.0
160,1,1,1,1,1,1,-1,-1,-1,-1,6,-1,-1,,1,2,3,4,-1,6,98,通话中断,6,6,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,1.0,724,724,苹果,A2220,201.3,724,0.0,1888,1.0,2633611,2633611,否,否,金卡,0.0,0.0
161,10,8,9,9,1,1,2,-1,-1,-1,-1,7,98,酒店,-1,2,-1,4,5,-1,-1,,0,2,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,1.0,1098,1098,苹果,A2412,203.0,1098,0.0,1121,1.0,50444169,50444169,是,否,银卡,0.0,0.0
162,7,7,7,8,1,1,-1,-1,-1,5,-1,7,-1,,1,2,3,4,-1,6,-1,,0,2,1,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,1.0,145,145,苹果,A2223,128.0,145,0.0,314,1.0,11021636,11021636,否,否,银卡,0.0,135.0
163,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,17.0,1.0,1223,1223,苹果,iPhone 8 Plus A1864,79.8,1223,0.0,321,1.0,31840600,31840600,否,是,二星,0.0,0.0
164,10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,,0,0,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,5.0,1.0,106,106,华为,NTH-AN00,54.0,106,0.0,205,1.0,15934324,15934324,是,是,一星,0.0,0.0
165,10,10,9,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,1.0,124,124,华为,OCE-AN50,59.0,124,0.0,156,1.0,19665175,19665175,是,否,三星,0.0,0.0
166,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,1,0,,,1,0,4G,VOLTE,,是,0.0,0.0,是,0.0,1.0,392,392,苹果,A2223,93.0,392,0.0,234,1.0,7396654,7396654,否,否,银卡,0.0,0.0
167,7,5,7,7,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,1.0,800,800,苹果,A2634,141.0,800,0.0,501,1.0,18625560,18625560,是,否,银卡,0.0,0.0
168,9,9,9,10,1,-1,2,-1,-1,-1,6,-1,-1,,1,-1,-1,4,-1,6,-1,,0,1,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,1.0,116,116,苹果,iPhone X A1865,171.79,116,0.0,356,1.0,2876979,2876979,否,否,银卡,0.0,0.0
169,9,9,10,8,1,-1,-1,-1,-1,5,6,7,-1,,-1,-1,-1,4,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,1.0,332,332,华为,TAS-TL00,34.35,332,0.0,531,1.0,10946474,10946474,否,否,二星,0.0,0.0
170,1,1,1,1,1,1,2,3,4,5,6,7,-1,,1,2,3,4,5,6,-1,,0,30,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,1.0,1608,1608,苹果,A2644,389.0,1608,0.0,1195,1.0,55281602,55281602,是,否,白金卡,0.0,0.0
171,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,1.0,341,341,华为,ART-AL00M,128.0,341,0.0,360,1.0,3307232,3307232,否,否,银卡,0.0,0.0
172,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,10,3,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,1.0,1474,1474,华为,ANA-AN00,89.0,1474,0.0,808,1.0,1272603,1272603,是,否,银卡,0.0,0.0
173,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,7,5,10,473.0,33443.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,1.0,298,298,华为,LIO-AN00m,0.0,298,0.0,0,1.0,69825692,69825692,是,是,银卡,0.0,0.0
