用户id,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,用户描述,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,用户描述.1,脱网次数,mos质差次数,未接通掉话次数,是否投诉,性别,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否不限量套餐到达用户
108,1,1,-1,-1,-1,5,-1,7,-1,,1,2,3,-1,-1,6,-1,,80,7,5,否,男,4G,否,0.0,是,0.0,0.0,316,0,华为,LYA-AL00,75.0,316,76.0,283,0.0,42734455,0,否,三星,是
109,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,0,否,女,5G,否,0.0,是,0.0,0.0,492,0,华为,NOH-AN01,5.0,492,5.0,227,0.0,8410289,0,是,三星,否
110,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,30,16,2,否,女,4G,否,509.91,是,15.0,0.0,205,0,苹果,iPhone XR (A1984),85.2,205,69.4,120,0.0,31292970,0,否,三星,否
111,1,1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,1,13,2,否,女,4G,否,0.0,是,0.0,0.0,853,0,苹果,A2412,60.0,853,60.0,768,0.0,21229897,0,否,三星,是
112,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,18,0,0,否,男,5G,否,0.0,是,0.0,0.0,241,0,苹果,A2408,111.0,241,111.1,155,0.0,2730594,0,是,银卡,否
113,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,62,22,0,否,女,4G,否,0.0,是,0.0,0.0,212,0,华为,ELE-AL00,10.28,212,8.0,273,2.48982749852633e-06,4819611,12,否,三星,否
114,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,3,0,0,否,性别不详,4G,否,480.31,是,120.0,0.0,856,0,华为,JSN-AL00a,253.89,856,108.0,331,0.0,16135622,0,否,银卡,否
115,1,1,2,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,5,-1,-1,,10,22,3,否,男,4G,否,0.0,是,0.0,0.0,1182,0,华为,LYA-AL00,15.56,1182,5.0,659,0.0,21821820,0,否,二星,否
116,1,1,-1,-1,-1,5,6,-1,-1,,1,2,3,-1,-1,6,-1,,23,18,36,否,男,4G,否,0.0,是,0.0,0.0,1026,0,华为,DUB-AL20,69.3,1026,0.0,0,3.39457095821818e-05,15318578,520,否,未评级,否
117,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,13,4,1,否,男,4G,否,0.0,是,0.0,0.0,290,0,华为,CLT-AL00,61.92,290,58.0,202,0.0,15250045,0,否,二星,是
118,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,119,9,0,否,男,4G,否,0.0,是,0.0,0.0,250,0,苹果,iPhone 8 Plus A1864,132.9,250,85.0,81,0.0,43888427,0,否,银卡,否
119,1,1,-1,-1,4,5,-1,7,-1,,-1,2,3,4,5,6,-1,,2,8,0,否,男,4G,否,0.0,是,0.0,0.0,301,0,华为,SEA-AL10,26.2,301,25.0,165,0.0,42889330,0,否,准星,否
120,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,6,0,否,男,5G,否,0.0,是,0.0,0.0,430,0,苹果,A2412,21.0,430,21.0,59,0.000630188398759158,42325438,26673,是,一星,否
121,1,1,2,-1,-1,5,-1,7,-1,,1,2,3,4,-1,6,-1,,8,6,4,否,男,4G,否,0.0,是,0.0,0.0,636,0,苹果,A2223,58.0,636,58.0,347,0.0,11005953,0,否,三星,是
122,1,1,2,-1,-1,5,-1,7,-1,,1,2,3,4,-1,-1,-1,,32,5,1,否,男,4G,否,0.0,是,0.0,0.0,177,0,苹果,iPhone 7 A1660,53.89,177,48.57,31,0.0,2911450,0,否,二星,否
123,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,5,0,否,男,4G,否,80.8,是,28.0,0.0,2026,0,小米科技,M2006C3LC,47.1,2026,47.0,15,0.0,103086314,0,否,二星,否
124,1,1,2,-1,4,-1,-1,-1,-1,,1,2,3,4,-1,6,-1,,26,0,0,否,男,4G,否,0.0,是,0.0,0.0,278,0,华为,LIO-AL00,12.0,278,2.0,63,0.0,7773027,0,否,二星,否
125,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,7,2,否,男,4G,否,0.0,是,0.0,0.0,333,0,苹果,A2223,168.0,333,168.0,148,0.0,50576109,0,否,金卡,否
126,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,0,否,男,5G,否,0.0,是,0.0,0.0702702702702703,185,13,华为,ANA-AN00,21.0,185,21.0,43,0.0926961886050431,3627517,336257,是,一星,否
127,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,-1,-1,,16,2,1,否,女,4G,否,0.0,是,0.0,0.0,336,0,华为,JSC-AL50,88.0,336,88.0,334,0.0,326722,0,否,三星,否
128,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,1,1,否,男,4G,否,0.0,是,0.0,0.0,176,0,苹果,iPhone SE A1723,63.0,176,63.1,66,0.0,289130,0,否,三星,是
129,1,-1,-1,-1,-1,-1,6,-1,-1,,1,-1,-1,-1,-1,-1,-1,,9,15,0,否,男,4G,是,0.0,是,0.0,0.0,177,0,华为,COL-AL10,11.0,177,8.0,152,0.0,12967717,0,否,三星,否
130,1,1,2,-1,-1,-1,-1,7,-1,,-1,2,-1,4,-1,6,-1,,20,29,3,否,男,5G,否,0.0,是,0.0,0.0,527,0,苹果,A2639,239.0,527,239.0,545,0.0,8908382,0,是,金卡,否
131,1,1,2,3,4,5,6,7,-1,,-1,-1,3,-1,-1,6,-1,,88,3,11,否,男,5G,否,0.0,是,0.0,0.0414026193493874,2367,98,华为,TAS-AN00,140.0,2367,140.0,795,0.0428712000205064,53680816,2301361,是,银卡,是
132,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,21,20,1,否,男,4G,否,0.0,是,0.0,0.0,361,0,苹果,A2223,59.0,361,58.0,325,0.0,19700447,0,否,二星,是
133,1,1,2,3,4,5,6,7,-1,,1,-1,3,4,5,6,-1,,10,21,0,否,男,4G,是,0.0,是,0.0,0.0,299,0,苹果,A2104,142.0,299,68.63,178,0.0,113493021,0,否,银卡,否
134,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,16,12,2,否,女,5G,否,0.0,是,0.0,0.0,182,0,苹果,A2404,157.14,182,119.9,45,0.0,23139744,0,是,三星,是
135,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,8,0,0,否,男,5G,否,0.0,是,0.0,0.0,116,0,华为,ANA-AN00,39.0,116,39.0,35,0.0,8190943,0,是,三星,否
136,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,否,女,4G,否,0.0,是,0.0,0.0,278,0,华为,YAL-AL10,40.0,278,40.0,283,0.0,1878714,0,否,三星,否
137,1,1,-1,-1,-1,-1,6,7,-1,,1,-1,-1,-1,-1,-1,-1,,6,5,0,否,男,4G,否,0.0,是,0.0,0.0,637,0,华为,ASK-AL20,89.9,637,70.07,439,0.0,5528956,0,否,三星,否
138,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,11,0,0,否,男,4G,否,0.0,是,0.0,0.0,184,0,步步高,vivo Y71A,43.0,184,47.9,92,0.0,2260219,0,否,一星,否
139,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,18,0,否,女,4G,否,0.0,是,0.0,0.0,142,0,苹果,iPhone 8 Plus A1864,42.6,142,42.4,73,0.0,15673719,0,否,三星,是
140,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,5,8,1,否,男,4G,否,0.0,是,0.0,0.0,711,0,华为,ELE-AL00,10.0,711,10.0,288,0.0,5713698,0,否,三星,否
141,1,-1,-1,-1,-1,-1,-1,7,-1,,-1,-1,-1,4,-1,-1,-1,,19,3,1,否,女,4G,否,0.0,是,0.0,0.0,329,0,苹果,iPhone XS MAX (A1921),53.06,329,105.1,136,0.0,13493043,0,否,三星,否
142,1,1,-1,-1,-1,-1,-1,-1,98,社区周边道路,-1,2,3,4,-1,6,-1,,18,39,6,否,男,4G,否,0.0,是,0.0,0.0,691,0,苹果,iPhone 8 Plus A1864,88.0,691,163.5,1454,0.0,36466397,0,否,银卡,否
143,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,189,0,0,否,男,4G,否,0.0,是,0.0,0.0,315,0,小米科技,M1808D2TC,0.0,315,0.0,96,0.0,14267167,0,否,未评级,否
144,1,1,-1,-1,-1,-1,-1,-1,-1,,1,2,-1,4,-1,6,-1,,2,13,2,否,男,5G,否,0.0,是,0.0,0.0,260,0,苹果,A2404,40.0,260,38.0,302,0.0,10062055,0,是,三星,否
145,1,-1,-1,-1,-1,-1,6,-1,-1,,1,-1,-1,-1,-1,-1,-1,,5,0,0,否,女,4G,否,0.0,是,0.0,0.0,385,0,小米科技,M1805E2A,33.0,385,25.0,294,0.0,1124225,0,否,三星,否
146,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,4,14,1,否,男,4G,否,0.0,是,0.0,0.0,224,0,欧珀,PDYM20,120.4,224,99.4,88,0.0,113828,0,否,三星,否
147,1,-1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,4,-1,-1,-1,,8,11,0,否,男,5G,否,0.0,是,0.0,0.0,1203,0,华为,NOH-AN00,145.0,1203,145.0,948,0.0,7811649,0,是,银卡,否
148,1,1,2,-1,-1,5,-1,-1,-1,,1,-1,-1,4,-1,-1,-1,,13,0,1,否,男,5G,否,0.0,是,0.0,0.0,848,0,华为,ELS-AN00,128.0,848,125.0,415,0.0,18276086,0,是,银卡,否
149,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,3,否,性别不详,5G,否,0.0,是,0.0,0.0,452,0,华为,DVC-AN20,33.0,452,28.0,137,0.0,5782975,0,是,三星,否
150,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,4,16,0,否,男,5G,否,0.0,是,0.0,0.0,222,0,华为,ANA-TN00,74.0,222,49.0,46,0.0,10187174,0,是,三星,否
151,1,1,2,-1,-1,5,-1,-1,-1,,1,-1,3,-1,-1,6,-1,,12,7,1,否,女,5G,否,0.0,是,0.0,0.0,367,0,步步高,V2132A,330.0,367,24.0,66,0.0,15169470,0,是,三星,否
152,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,3,26,0,否,女,4G,否,0.0,是,0.0,0.0,263,0,苹果,A2639,60.0,263,60.0,143,0.0,24196135,0,否,三星,是
153,1,-1,-1,-1,-1,5,6,7,-1,,1,-1,-1,-1,-1,-1,98,网络不好用,0,17,6,否,男,4G,否,0.0,是,0.0,0.0,294,0,华为,AQM-AL00,145.0,294,135.0,460,3.47271396644144e-06,43481842,151,否,银卡,否
154,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,3,-1,-1,6,-1,,1,4,0,否,男,4G,否,0.0,是,0.0,0.0,144,0,苹果,iPhone 6S PLUS A1699,41.9,144,41.5,113,0.0,2195567,0,否,三星,否
155,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,3,否,性别不详,5G,否,0.0,是,0.0,0.0,774,0,小米科技,M2007J3SC,250.1,774,242.7,415,5.51791064978945e-05,33799025,1865,是,金卡,否
156,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,14,0,否,女,4G,否,0.0,是,0.0,0.0,600,0,苹果,A2223,58.36,600,48.0,234,0.0,38190526,0,否,三星,否
157,1,1,-1,-1,-1,5,-1,7,-1,,-1,2,-1,-1,-1,6,-1,,27,21,0,否,男,4G,否,0.0,是,0.0,0.0,732,0,苹果,A2108,90.0,732,90.0,412,0.0,11022266,0,否,三星,是
158,1,-1,-1,-1,4,5,-1,-1,-1,,1,-1,3,-1,-1,6,-1,,12,19,1,否,性别不详,4G,否,0.0,是,0.0,0.0,235,0,苹果,A2634,21.0,235,21.98,113,0.0,19874426,0,否,准星,否
159,1,-1,-1,-1,-1,-1,6,-1,98,山区村庄,1,2,-1,4,-1,-1,-1,,22,15,0,否,男,4G,否,0.0,是,0.0,0.0,295,0,苹果,iPhone X A1865,93.0,295,93.0,177,0.0,18982753,0,否,银卡,否
160,1,-1,2,-1,-1,5,-1,7,-1,,1,2,3,4,-1,-1,-1,,20,4,3,否,女,5G,否,0.0,是,0.0,0.0,509,0,苹果,A2404,140.0,509,140.0,710,0.0,45156810,0,是,银卡,否
161,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,,1,4,2,否,男,5G,否,0.0,是,0.0,0.0,804,0,华为,LIO-AN00,168.0,804,168.0,874,0.0,127412670,0,是,金卡,否
162,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,5,4,5,否,男,5G,是,0.0,是,0.0,0.0,864,0,苹果,A2404,130.4,864,128.0,464,0.0,27140716,0,是,银卡,否
163,1,1,-1,-1,-1,-1,-1,7,-1,,-1,2,-1,-1,-1,6,-1,,80,12,1,否,男,4G,否,0.0,是,0.0,0.0,999,0,华为,EBG-AN10,60.0,999,60.98,844,0.0,6168162,0,否,三星,否
164,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,10,0,0,否,女,4G,是,0.0,是,0.0,0.0,220,0,华为,YAL-AL00,68.6,220,65.41,166,0.0,35130112,0,否,三星,否
165,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,5,1,否,男,4G,否,0.0,是,0.0,0.0,206,0,华为,YAL-AL50,68.0,206,75.0,49,0.0,109261,0,否,二星,否
166,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,11,6,0,否,男,4G,否,0.0,是,0.0,0.0,410,0,欧珀,PEHM00,39.1,410,39.0,482,0.0,19750254,0,否,三星,否
167,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,4,-1,6,-1,,9,8,4,否,女,4G,否,0.0,是,0.0,0.0,526,0,苹果,A2223,27.8,526,15.0,296,0.0,8765969,0,否,三星,否
168,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,4,15,0,否,男,4G,否,0.0,是,0.0,0.0,329,0,华为,JNY-LX1,70.0,329,70.0,218,0.0,141999,0,否,三星,是
169,1,1,-1,-1,-1,-1,6,-1,-1,,1,-1,-1,4,-1,6,-1,,2,22,0,否,女,4G,是,0.0,是,0.0,0.0,128,0,华为,ELE-AL00,11.0,128,14.0,98,0.0,4005343,0,否,二星,否
170,1,1,2,-1,-1,5,-1,-1,-1,,-1,2,3,-1,-1,6,-1,,9,60,0,否,男,5G,否,0.0,是,0.0,0.0,725,0,苹果,A2634,148.2,725,152.13,647,0.0,2243438,0,是,银卡,否
171,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,14,9,否,男,4G,否,0.0,是,0.0,0.0,168,0,华为,JKM-AL00b,21.0,168,21.0,240,0.0,44856617,0,否,准星,否
172,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,14,1,否,女,4G,否,0.0,是,0.0,0.0,561,0,苹果,A2100,125.0,561,125.0,253,0.0,14259169,0,否,银卡,是
173,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,1,7,2,否,男,4G,否,0.0,是,0.0,0.0,138,0,苹果,A2634,89.0,138,85.0,146,0.0,25798915,0,否,三星,否
174,1,-1,-1,-1,-1,-1,-1,7,-1,,1,-1,-1,-1,-1,6,-1,,57,2,0,否,男,4G,否,0.0,是,0.0,0.0,245,0,黑鲨,DLT-A0,175.0,245,175.7,87,0.0,5900620,0,否,银卡,否
175,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,84,5,1,否,男,5G,否,0.0,是,0.0,0.0,402,0,欧珀,PEGM00,40.0,402,40.0,688,0.0,41528980,0,是,三星,否
176,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,9,2,否,性别不详,5G,否,0.0,是,0.0,0.0,304,0,华为,LIO-AN00,43.04,304,43.04,548,0.0,12232989,0,是,三星,否
177,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,8,5,2,否,男,5G,否,0.0,是,0.0,0.0,213,0,华为,ANG-AN00,111.0,213,111.0,523,0.0,865528,0,是,银卡,否
178,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,-1,4,-1,-1,-1,,1,20,2,否,男,4G,否,0.0,是,0.0,0.0,172,0,小米科技,M1903F11A,13.6,172,25.84,236,0.0,155740,0,否,三星,否
179,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,13,46,1,否,男,4G,否,0.0,是,0.0,0.0,743,0,华为,GLK-AL00,123.0,743,113.0,331,0.0,14579832,0,否,银卡,否
180,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,8,3,4,否,男,5G,否,0.0,是,0.0,0.0,277,0,欧珀,PFGM00,93.47,277,93.47,164,0.0,1281584,0,是,三星,是
181,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,0,3,0,否,女,4G,否,0.0,是,0.0,0.0,131,0,华为,PPA-AL20,25.0,131,20.0,85,0.0,16283814,0,否,三星,否
182,1,1,2,-1,-1,5,6,-1,-1,,-1,2,-1,4,-1,6,-1,,1,6,2,否,男,5G,否,0.0,是,0.0,0.0,265,0,小米科技,M2102J2SC,90.0,265,90.0,104,0.0,23562064,0,是,三星,是
183,1,-1,-1,-1,4,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,19,3,6,否,女,5G,否,0.0,是,0.0,0.0,327,0,苹果,A2404,129.05,327,144.05,482,0.0,11030243,0,是,银卡,否
184,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,108,18,0,否,男,4G,否,0.0,是,0.0,0.0,181,0,苹果,A2217,110.0,181,110.0,156,0.0,10083003,0,否,银卡,否
185,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,5,6,-1,,2,0,1,否,男,5G,是,0.0,是,0.0,0.0,232,0,华为,ANA-AN00,11.0,232,10.0,124,0.0,25792831,0,是,二星,否
186,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,1,否,男,4G,是,0.0,是,0.0,0.0,131,0,华为,HMA-AL00,25.0,131,25.0,233,0.0,75470496,0,否,一星,否
187,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,0,1,否,女,5G,否,0.0,是,0.0,0.0,239,0,华为,TEL_AN10,53.51,239,48.5,126,0.0,8808376,0,是,三星,否
188,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,37,9,2,否,男,4G,否,0.0,是,0.0,0.0,822,0,华为,TAS-AL00,106.19,822,100.99,209,0.0,15622928,0,否,三星,否
189,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,11,0,否,男,4G,是,0.0,是,0.0,0.0,537,0,苹果,A2104,215.0,537,215.0,145,0.0,2140339,0,否,金卡,否
190,1,1,-1,-1,4,-1,-1,-1,-1,,1,-1,-1,-1,-1,6,-1,,0,9,4,否,男,5G,否,0.0,是,0.0,0.0,491,0,华为,NOH-AN00,56.0,491,58.0,33,0.0,13913855,0,是,三星,是
191,1,1,-1,3,4,5,-1,7,-1,,1,2,3,-1,-1,6,-1,,38,16,0,否,女,5G,否,0.0,是,0.0,0.0,208,0,苹果,A2406,40.0,208,40.3,167,0.0,15294901,0,是,三星,否
192,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,10,19,1,否,男,4G,否,0.0,是,0.0,0.0,423,0,华为,HLK-AL00,49.0,423,49.0,924,0.0,9891757,0,否,三星,否
193,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,10,48,7,否,男,4G,否,0.0,是,0.0,0.0,768,0,苹果,iPhone 8 Plus A1899,120.0,768,120.0,867,0.0,21174696,0,否,银卡,是
194,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,5,58,1,否,女,4G,否,0.0,是,0.0,0.0,316,0,苹果,iPhone 8 Plus A1864,18.2,316,18.0,228,0.0,605553,0,否,三星,否
195,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,137,0,小米科技,M2012K11AC,0.0,137,0.0,94,0.0,22859412,0,是,三星,否
196,1,1,-1,-1,-1,-1,6,-1,-1,,-1,-1,-1,4,-1,-1,-1,,0,10,1,否,男,4G,否,0.0,是,0.0,0.0,206,0,华为,COR-AL00,96.2,206,55.69,211,0.0,72354370,0,否,三星,否
197,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,7,9,1,否,女,4G,否,0.0,是,0.0,0.0,891,0,小米科技,M2102K1C,21.4,891,21.29,1182,0.0,18798075,0,否,二星,否
198,1,1,-1,-1,-1,-1,-1,-1,-1,,1,2,-1,4,-1,-1,-1,,33,9,2,否,男,5G,否,0.0,是,0.0,0.0,386,0,苹果,A2634,0.0,386,0.0,124,0.0,4187518,0,是,未评级,否
199,1,1,2,-1,-1,5,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,21,5,11,否,男,5G,否,0.0,是,0.0,0.0,2299,0,华为,LIO-AN00,128.0,2299,128.0,1333,0.0,23124586,0,是,银卡,是
200,1,-1,-1,-1,4,5,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,33,55,9,否,男,5G,否,0.0,是,0.0,0.0,1168,0,苹果,A2408,158.0,1168,128.0,382,0.0,24383111,0,是,银卡,否
201,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,14,4,否,男,4G,否,0.0,是,0.0,0.0,898,0,苹果,A2223,102.25,898,69.0,367,0.0,13778246,0,否,二星,否
202,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,,0,6,0,否,男,4G,否,0.0,是,0.0,0.0,228,0,华为,ELE-AL00,90.0,228,90.0,108,0.0,21894437,0,否,银卡,否
203,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,5,-1,-1,,0,13,0,否,男,4G,否,0.0,是,0.0,0.0,682,0,苹果,A2223,60.2,682,60.4,338,0.0,12997500,0,否,三星,是
204,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,3,7,0,否,女,4G,否,0.0,是,0.0,0.0,199,0,华为,YAL-AL10,31.0,199,32.0,255,0.0,11768040,0,否,三星,否
205,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,10,0,0,否,女,4G,否,0.0,是,0.0,0.0,333,0,华为,PCT-AL10,10.0,333,10.0,216,0.0,848036,0,否,二星,否
206,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,7,4,10,否,男,5G,否,0.0,是,0.0,0.0,1983,0,华为,NOP-AN00,173.0,1983,175.0,2449,0.0,3661796,0,是,银卡,否
207,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,4,23,5,否,男,5G,否,116.05,是,2.4,0.0,351,0,苹果,A2644,143.67,351,112.59,171,0.0,51041182,0,是,银卡,否
208,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,21,9,否,女,4G,否,0.0,是,0.0,0.0,730,0,华为,ANA-AN00,60.8,730,60.6,438,0.0,13120346,0,否,三星,否
209,1,-1,-1,3,-1,5,6,7,-1,,-1,-1,-1,4,-1,6,-1,,9,6,4,否,男,5G,否,0.0,是,0.0,0.0,890,0,步步高,V1938T,226.9,890,226.9,492,0.0,81053997,0,是,金卡,否
210,1,1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,-1,-1,6,-1,,2,32,3,否,女,4G,否,0.0,是,0.0,0.0,670,0,苹果,iPhone X A1865,110.75,670,110.6,301,0.0,9064437,0,否,银卡,否
211,1,-1,-1,-1,-1,-1,6,-1,-1,,-1,-1,3,4,-1,6,-1,,0,2,0,否,男,5G,否,0.0,是,0.0,0.0,221,0,步步高,V2057A,73.6,221,43.6,54,0.0,41949647,0,是,三星,否
212,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,3,2,0,否,女,4G,否,0.0,是,0.0,0.0,162,0,华为,BKL-AL20,23.0,162,23.0,109,0.0,4106726,0,否,三星,否
213,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,31,11,0,否,男,4G,是,0.0,是,0.0,0.0,542,0,苹果,iPhone X A1901,35.0,542,35.0,300,0.0,2068981,0,否,三星,否
214,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,10,1,否,女,4G,否,6.81,是,0.58,0.0,273,0,苹果,iPhone 6 A1586,18.58,273,18.0,107,0.0,142965,0,否,三星,否
215,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,37,1,否,女,4G,否,0.0,是,0.0,0.0,1185,0,欧珀,PCAM00,29.6,1185,37.1,1841,0.0,15731713,0,否,三星,否
216,1,1,2,3,4,5,6,7,98,无,1,2,3,4,-1,6,98,无,34,42,2,否,男,4G,否,0.0,是,0.0,0.0,862,0,苹果,A2223,74.55,862,60.0,712,0.0,27702711,0,否,三星,否
217,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,4,7,1,否,男,4G,否,124.76,是,30.0,0.0,277,0,苹果,iPhone XS MAX (A1921),92.9,277,58.0,125,0.0,25687921,0,否,三星,否
218,1,1,-1,-1,4,-1,-1,-1,-1,,-1,2,3,4,-1,-1,-1,,0,9,0,否,女,4G,否,0.0,是,0.0,0.0,242,0,苹果,A2104,89.9,242,90.5,283,0.0,10344301,0,否,三星,是
